date,time,text,nearest_match,match_result,source,text_lr,text_bert
2024-07-10,17:47:00,"? Check-In @OnsOranje ????

#EURO2024 | #NEDENG | #NED",SF: England 2-1 Netherlands,1.0,euro2024_domain,check euro nedeng ned,? Check-In @user ???? #EURO2024 | #NEDENG | #NED
2024-07-10,17:48:00,"?? Hands up if you're excited for this one! 

#EURO2024",SF: England 2-1 Netherlands,1.0,euro2024_domain,hands excited one euro,?? Hands up if you're excited for this one! #EURO2024
2024-07-10,17:54:00,"?? Start-XI @OnsOranje vs. @England. ?

#EURO2024 | #NEDENG | #NED | #ENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,start euro nedeng ned eng,?? Start-XI @user vs. @user. ? #EURO2024 | #NEDENG | #NED | #ENG
2024-07-10,18:00:00,"Netherlands vs. England Live: euro2024live.stream/Match/50
#NEDENG #ENGNED #euro2024 #ek2024 #em2024 #soccer #Netherlands #NED #England #ENG #live #stream",SF: England 2-1 Netherlands,1.0,euro2024_domain,netherlands england live euro live stream match nedeng engned euro soccer netherlands ned england eng live stream,Netherlands vs. England Live: euro2024live.stream/Match/50 #NEDENG #ENGNED #euro2024 #ek2024 #em2024 #soccer #Netherlands #NED #England #ENG #live #stream
2024-07-10,18:33:00,"?? Albärt ??????

#EURO2024 | #NEDENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,alb euro nedeng,?? Albrt ?????? #EURO2024 | #NEDENG
2024-07-10,18:47:00,"#EURO2024 Matchday! ??????

???? @OnsOranje ?? @England ??????????????

#NEDENG LIVE ?? t.ly/EPTft",SF: England 2-1 Netherlands,1.0,euro2024_domain,euro matchday nedeng live eptft,#EURO2024 Matchday! ?????? ???? @user ?? @user ?????????????? #NEDENG LIVE ?? t.ly/EPTft
2024-07-10,19:00:00,"???????????????????? Netherlands face England in second semi-final!

Tap below for live updates ??

#EURO2024 | #NEDENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,netherlands face england second semi final tap below live updates euro nedeng,???????????????????? Netherlands face England in second semi-final! Tap below for live updates ?? #EURO2024 | #NEDENG
2024-07-10,19:02:00,"TEAM ?? @OnsOranje ????

#EURO2024 | #NEDENG | #NED",SF: England 2-1 Netherlands,1.0,euro2024_domain,team euro nedeng ned,TEAM ?? @user ???? #EURO2024 | #NEDENG | #NED
2024-07-10,19:05:00,"?????? TEAM ?? @England ??????????????

#EURO2024 | #NEDENG | #ENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,team euro nedeng eng,?????? TEAM ?? @user ?????????????? #EURO2024 | #NEDENG | #ENG
2024-07-10,19:09:00,"?? TOR! ?? 
?? @OnsOranje ????
?? @xavisimons ??

#EURO2024 | #NED | #NEDENG 1:0 (7')",SF: England 2-1 Netherlands,1.0,euro2024_domain,tor euro ned nedeng,?? TOR! ?? ?? @user ???? ?? @user ?? #EURO2024 | #NED | #NEDENG 1:0 (7')
2024-07-10,19:15:00,"??? @xavisimons ??????

#EURO2024 | #NEDENG | #NED",SF: England 2-1 Netherlands,1.0,euro2024_domain,euro nedeng ned,??? @user ?????? #EURO2024 | #NEDENG | #NED
2024-07-10,19:18:00,"?? TOR! ??
?? @England ??????????????
? @HKane ??

#EURO2024 | #ENG | #NEDENG 1:1 (18')",SF: England 2-1 Netherlands,1.0,euro2024_domain,tor euro eng nedeng,?? TOR! ?? ?? @user ?????????????? ? @user ?? #EURO2024 | #ENG | #NEDENG 1:1 (18')
2024-07-10,19:19:00,"?? EASY!!!!

LIKE / RT to win the £40!!! ??????",SF: England 2-1 Netherlands,1.0,euro2024_domain,easy like win,?? EASY!!!! LIKE / RT to win the 40!!! ??????
2024-07-10,19:24:00,"?????? @HKane ??

#EURO2024 | #NEDENG | #ENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,euro nedeng eng,?????? @user ?? #EURO2024 | #NEDENG | #ENG
2024-07-10,19:43:00,"?? #OrangeWall ??

#EURO2024 | #NEDENG | #NED",SF: England 2-1 Netherlands,1.0,euro2024_domain,orangewall euro nedeng ned,?? #OrangeWall ?? #EURO2024 | #NEDENG | #NED
2024-07-10,19:48:00,"? #NEDENG 45' Min - 1:1 ????????????????????

#EURO2024 | #NED | #ENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,nedeng min euro ned eng,? #NEDENG 45' Min - 1:1 ???????????????????? #EURO2024 | #NED | #ENG
2024-07-10,19:49:00,"Wow.

What will happen in the second half?

#EURO2024 | #NEDENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,wow will happen second half euro nedeng,Wow. What will happen in the second half? #EURO2024 | #NEDENG
2024-07-10,20:22:00,"Xavi Simons ??

#UCL",SF: England 2-1 Netherlands,1.0,euro2024_domain,xavi simons ucl,Xavi Simons ?? #UCL
2024-07-10,20:51:00,"GOAL! 

Netherlands 1-2 England (Watkins 90'+1)

#EURO2024 | #NEDENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,goal netherlands england watkins euro nedeng,GOAL! Netherlands 1-2 England (Watkins 90'+1) #EURO2024 | #NEDENG
2024-07-10,20:51:00,"?? TOR! ??
?? @England ??????????????
? Watkins ??

#EURO2024 | #ENG | #NEDENG 1:2 (90'+1)",SF: England 2-1 Netherlands,1.0,euro2024_domain,tor watkins euro eng nedeng,?? TOR! ?? ?? @user ?????????????? ? Watkins ?? #EURO2024 | #ENG | #NEDENG 1:2 (90'+1)
2024-07-10,20:56:00,"Spain ?? England

Berlin. Sunday.

#EURO2024",SF: England 2-1 Netherlands,1.0,euro2024_domain,spain england berlin sunday euro,Spain ?? England Berlin. Sunday. #EURO2024
2024-07-10,20:56:00,"?? #NEDENG 1:2 ????????????????????
??#ENG = Finale?
?? Congrats, @England ??

#EURO2024",SF: England 2-1 Netherlands,1.0,euro2024_domain,nedeng eng finale congrats euro,"?? #NEDENG 1:2 ???????????????????? ??#ENG = Finale? ?? Congrats, @user ?? #EURO2024"
2024-07-10,20:57:00,"You will put the crown on our heads, you bulls ??",SF: England 2-1 Netherlands,1.0,euro2024_domain,will put crown heads bulls,"You will put the crown on our heads, you bulls ??"
2024-07-10,20:58:00,"England are EURO 2024 finalists! ??

#EURO2024",SF: England 2-1 Netherlands,1.0,euro2024_domain,england euro finalists euro,England are EURO 2024 finalists! ?? #EURO2024
2024-07-10,20:59:00,"You are in front of England, orange people",SF: England 2-1 Netherlands,1.0,euro2024_domain,front england orange people,"You are in front of England, orange people"
2024-07-10,21:01:00,"#EURO2024 Finale! ??????

???? @SEFutbol ?? @England ??????????????

#ESPENG | #ESP | #ENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,euro finale espeng esp eng,#EURO2024 Finale! ?????? ???? @user ?? @user ?????????????? #ESPENG | #ESP | #ENG
2024-07-10,21:03:00,"We have to win the cup, guys",SF: England 2-1 Netherlands,1.0,euro2024_domain,win cup guys,"We have to win the cup, guys"
2024-07-10,21:05:00,"Dilan-Engin Polat iddianamesi öncül suçu sanal bahis olarak belirlemi? ancak elde üç gizli tan???n hukuki de?eri çok tart???l?r ifadeleri d???nda hiçbir ?ey yok. Kripto cüzdanlar? varken, para aklamak için neden ?irket kurup sahte faturalarla ?i?irilmi? gelirler yaratt?klar? sorusu da ortada duruyor.",SF: England 2-1 Netherlands,1.0,euro2024_domain,dilan engin polat iddianamesi sanal bahis olarak belirlemi ancak elde gizli tan hukuki eri tart ifadeleri nda bir yok kripto zdanlar varken para aklamak neden irket kurup sahte faturalarla irilmi gelirler yaratt klar sorusu ortada duruyor,"Dilan-Engin Polat iddianamesi ncl suu sanal bahis olarak belirlemi? ancak elde gizli tan???n hukuki de?eri ok tart???l?r ifadeleri d???nda hibir ?ey yok. Kripto czdanlar? varken, para aklamak iin neden ?irket kurup sahte faturalarla ?i?irilmi? gelirler yaratt?klar? sorusu da ortada duruyor."
2024-07-10,21:13:00,"??Congrats, Ollie Watkins! ??????

#EURO2024 | #NEDENG | #ENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,congrats ollie watkins euro nedeng eng,"??Congrats, Ollie Watkins! ?????? #EURO2024 | #NEDENG | #ENG"
2024-07-10,21:19:00,"???? #Respect & Chapeau, @OnsOranje! ??????

#EURO2024 | #NEDENG | #NED",SF: England 2-1 Netherlands,1.0,euro2024_domain,respect chapeau euro nedeng ned,"???? #Respect & Chapeau, @user! ?????? #EURO2024 | #NEDENG | #NED"
2024-07-10,21:20:00,"???? npo ????????? ???? ?????? ?? ????? ??????? ??? ???? ??? ???? ??? ?? ??????? !!!
????? ?? ???? ?????? ??? ????? ?????
#Euro2024 #NEDENG",SF: England 2-1 Netherlands,1.0,euro2024_domain,npo euro nedeng,???? npo ????????? ???? ?????? ?? ????? ??????? ??? ???? ??? ???? ??? ?? ??????? !!! ????? ?? ???? ?????? ??? ????? ????? #Euro2024 #NEDENG
2024-07-10,21:33:00,Ollie Watkins to the entire nation:,SF: England 2-1 Netherlands,1.0,euro2024_domain,ollie watkins entire nation,Ollie Watkins to the entire nation:
2024-07-10,21:33:00,"?????????????? Partytime @BellinghamJude & Co. in @stadtdortmund! ??????

#EURO2024 | #NEDENG | @England",SF: England 2-1 Netherlands,1.0,euro2024_domain,partytime euro nedeng,?????????????? Partytime @user & Co. in @user! ?????? #EURO2024 | #NEDENG | @user
2024-07-10,21:59:00,"Ollie Watkins. England hero. 

#UCL",SF: England 2-1 Netherlands,1.0,euro2024_domain,ollie watkins england hero ucl,Ollie Watkins. England hero. #UCL
2024-07-11,02:40:00,"?? Londradaki Türk çetesinin karanl?k lideri Moldovada öldürüldü

Kaskl? ve elektrikli scooter kullanan sald?rgan Erene üçü ba??na isabet eden yedi kur?un s?kt?ktan sonra olay yerinden uzakla?t?.

Cengiz Erdinç'in (@cengizerdinc) haberi...

kisadalga.net/haber/detay/lo",Tournament window,,euro2024_domain,londra daki etesinin karanl lideri moldova kaskl elektrikli scooter kullanan sald rgan eren isabet eden yedi kur ktan sonra olay yerinden uzakla cengiz erdin haberi kisadalga net haber detay,?? Londradaki Trk etesinin karanl?k lideri Moldovada ldrld Kaskl? ve elektrikli scooter kullanan sald?rgan Erene ba??na isabet eden yedi kur?un s?kt?ktan sonra olay yerinden uzakla?t?. Cengiz Erdin'in (@user) haberi... kisadalga.net/haber/detay/lo
2024-07-11,03:22:00,Only 5 people predicted correctly this time man,Tournament window,,euro2024_domain,only people predicted correctly time man,Only 5 people predicted correctly this time man
2024-07-11,04:25:00,"Spain 
Love it
Thanks @euro2024Beers for doing giveaway
$BEER",Tournament window,,euro2024_domain,spain love thanks doing giveaway beer,Spain Love it Thanks @user for doing giveaway $BEER
2024-07-11,05:56:00,Comment with video or banners for a higher chance to win! #EURO2024,Tournament window,,euro2024_domain,comment video banners higher chance win euro,Comment with video or banners for a higher chance to win! #EURO2024
2024-07-11,06:49:00,"Lets go ENGLAND
@euro2024Beers 
 $BEER",Tournament window,,euro2024_domain,lets england beer,Lets go ENGLAND @user $BEER
2024-07-11,07:02:00,"How's your goal shouting skill? Better than mine?

Check out this #EURO2024 gameplay video and see if you can beat my score! ?? Let's hit 4M points together and unlock even more $BEER rewards! 

??uefaeuro2024.top/#game",Tournament window,,euro2024_domain,how goal shouting skill better than mine check euro gameplay video see can beat score let hit points together unlock even more beer rewards uefaeuro top game,How's your goal shouting skill? Better than mine? Check out this #EURO2024 gameplay video and see if you can beat my score! ?? Let's hit 4M points together and unlock even more $BEER rewards! ??uefaeuro2024.top/#game
2024-07-11,07:30:00,"#OnThisDay in 2?0?2?1?

?? #EURO2020 Champion @Azzurri ?????? 

#OTD | @Azzurri_En | @chiellini",Tournament window,,euro2024_domain,onthisday euro champion otd,#OnThisDay in 2?0?2?1? ?? #EURO2020 Champion @user ?????? #OTD | @user | @user
2024-07-11,07:46:00,"England ... Yes
@euro2024Beers ... Amazing
 $BEER.... Perfect",Tournament window,,euro2024_domain,england yes amazing beer perfect,England ... Yes @user ... Amazing $BEER.... Perfect
2024-07-11,07:48:00,"Hope #ENGLAND Will be the champion
@euro2024Beers and $BEER",Tournament window,,euro2024_domain,hope england will champion beer,Hope #ENGLAND Will be the champion @user and $BEER
2024-07-11,07:59:00,"But with the final match of #EURO2024 coming up, why not join us with some $BEER ?? instead of water? ??

Lets cheer for the match and salute to the legendary by sending some $BEER tokens to #Messi and #Ronaldinho's crypto wallet after launch??
#Beers $BEER #water $water",Tournament window,,euro2024_domain,final match euro coming why join some beer instead water let cheer match salute legendary sending some beer tokens messi ronaldinho crypto wallet after launch beers beer water water,"But with the final match of #EURO2024 coming up, why not join us with some $BEER ?? instead of water? ?? Lets cheer for the match and salute to the legendary by sending some $BEER tokens to #Messi and #Ronaldinho's crypto wallet after launch?? #Beers $BEER #water $water"
2024-07-11,08:05:00,"#OnThisDay in 2?0?1?0?

Partytime @SEFutbol ??????

#ThursdayVibes | @SpainIsFootball",Tournament window,,euro2024_domain,onthisday partytime thursdayvibes,#OnThisDay in 2?0?1?0? Partytime @user ?????? #ThursdayVibes | @user
2024-07-11,08:09:00,"All my support for ENGLAND, @euro2024Beers and $BEERS",Tournament window,,euro2024_domain,all support england beers,"All my support for ENGLAND, @user and $BEERS"
2024-07-11,08:31:00,Selçuk Özda?a sald?ranlara ceza ç?kt? halktv.com.tr/gundem/selcuk-,Tournament window,,euro2024_domain,sel zda sald ranlara ceza halktv com gundem selcuk,Seluk zda?a sald?ranlara ceza ?kt? halktv.com.tr/gundem/selcuk-
2024-07-11,08:32:00,"Huge congrats to all the #EURO2024 $BEER Zealy Sprint winners who crushed it and grabbed a piece of the $2000 prize pool! ????

Your rewards are on the way and will be distributed at  UTC today! ????

Keep support and check your wallets! 

Winners list: t.me/EURO2024CH/54
#ZealyCampaign #Sprint #zealy",Tournament window,,euro2024_domain,huge congrats all euro beer zealy sprint winners crushed grabbed piece prize pool rewards way will distributed utc today keep support check wallets winners list euro zealycampaign sprint zealy,Huge congrats to all the #EURO2024 $BEER Zealy Sprint winners who crushed it and grabbed a piece of the $2000 prize pool! ???? Your rewards are on the way and will be distributed at UTC today! ???? Keep support and check your wallets! Winners list: t.me/EURO2024CH/54 #ZealyCampaign #Sprint #zealy
2024-07-11,08:33:00,"?? One more round of funding for the #EURO2024 climate fund!

30 more amateur clubs in Germany have received a share of almost 700,000 for sustainable infrastructure, helping them improve their operations relating to:

?? Energy
?? Water
??? Waste
?? Mobility

More: ??",Tournament window,,euro2024_domain,one more round funding euro climate fund more amateur clubs germany received share almost sustainable infrastructure helping improve operations relating energy water waste mobility more,"?? One more round of funding for the #EURO2024 climate fund! 30 more amateur clubs in Germany have received a share of almost 700,000 for sustainable infrastructure, helping them improve their operations relating to: ?? Energy ?? Water ??? Waste ?? Mobility More: ??"
2024-07-11,08:35:00,"???? @HKane ??

#EURO2024 | #NEDENG | #Kane",Tournament window,,euro2024_domain,euro nedeng kane,???? @user ?? #EURO2024 | #NEDENG | #Kane
2024-07-11,08:38:00,"???? EURO PODCAST!

Reaction following Englands 2-1 semi-final win against the Netherlands... 

Plus, a preview of Sundays final ???

#EURO2024",Tournament window,,euro2024_domain,euro podcast reaction following england semi final win against netherlands plus preview sunday final euro,"???? EURO PODCAST! Reaction following Englands 2-1 semi-final win against the Netherlands... Plus, a preview of Sundays final ??? #EURO2024"
2024-07-11,08:42:00,"??In just 2 hours, $BEER will be LIVE on #PancakeSwap!??

Join us in celebrating #EURO2024 with the hottest memecoin of the season??

?? Check out the buzz about $BEER on #Yahoo Finance & #Binance Square: shorturl.at/hxHSZ",Tournament window,,euro2024_domain,just hours beer will live pancakeswap join celebrating euro hottest memecoin season check buzz about beer yahoo finance binance square shorturl hxhsz,"??In just 2 hours, $BEER will be LIVE on #PancakeSwap!?? Join us in celebrating #EURO2024 with the hottest memecoin of the season?? ?? Check out the buzz about $BEER on #Yahoo Finance & #Binance Square: shorturl.at/hxHSZ"
2024-07-11,08:57:00,"?????????????? Watkins doing what he does best ??

#UECL",Tournament window,,euro2024_domain,watkins doing best uecl,?????????????? Watkins doing what he does best ?? #UECL
2024-07-11,09:08:00,"$BEER token @euro2024Beers ?? The hottest #EURO2024 themed #memecoin of the summer LAUNCHING TODAY 11am UTC on #PancakeSwap!!

$BEER Contract: 0xd533fa739d24871108cD868064b71D9c705a5126

Team has a massive BuyBack & Burning Plan during the FINAL this Sunday. NOT TO MISS

uefaeuro2024.top/

PreListed on CMC: coinmarketcap.com/currencies",Tournament window,,euro2024_domain,beer token hottest euro themed memecoin summer launching today utc pancakeswap beer contract team massive buyback burning plan during final sunday miss uefaeuro top prelisted cmc coinmarketcap com currencies,$BEER token @user ?? The hottest #EURO2024 themed #memecoin of the summer LAUNCHING TODAY 11am UTC on #PancakeSwap!! $BEER Contract: 0xd533fa739d24871108cD868064b71D9c705a5126 Team has a massive BuyBack & Burning Plan during the FINAL this Sunday. NOT TO MISS uefaeuro2024.top/ PreListed on CMC: coinmarketcap.com/currencies
2024-07-11,09:19:00,"Wow, that's nice! Over 850k now??

It seems we can hit 4M today! Play together: uefaeuro2024.top/#game",Tournament window,,euro2024_domain,wow nice over now seems can hit today play together uefaeuro top game,"Wow, that's nice! Over 850k now?? It seems we can hit 4M today! Play together: uefaeuro2024.top/#game"
2024-07-11,09:31:00,"Dilan ve Engin Polat, bahisçi Derkan Ba?erin kara paras?n? aklamakla suçlan?yor.
Gel gör ki
Bir gizli ve iki tutuklu tan???n iddialar?ndan ba?ka dayanak yok.
?ddialar somut delillerle do?rulanm?yor.
Bu iddianameyle Polatlar? bir gün bile tutamazs?n?z halktv.com.tr/makale/dilan-v",Tournament window,,euro2024_domain,dilan engin polat bahis derkan kara paras aklamakla lan yor gel bir gizli iki tutuklu tan iddialar ndan dayanak yok ddialar somut delillerle rulanm yor iddianameyle polatlar bir bile tutamazs halktv com makale dilan,"Dilan ve Engin Polat, bahisi Derkan Ba?erin kara paras?n? aklamakla sulan?yor. Gel gr ki Bir gizli ve iki tutuklu tan???n iddialar?ndan ba?ka dayanak yok. ?ddialar somut delillerle do?rulanm?yor. Bu iddianameyle Polatlar? bir gn bile tutamazs?n?z halktv.com.tr/makale/dilan-v"
2024-07-11,10:02:00,"The technique from Mika Biereth ??

#UECL",Tournament window,,euro2024_domain,technique mika biereth uecl,The technique from Mika Biereth ?? #UECL
2024-07-11,10:03:00,"Esad yönetiminin CHPnin Suriyeyi ziyaret talebini kabul etti?i bilgisi do?ru de?il. 
Esad yönetimi ile CHP aras?ndaki diyalogun sürdü?ü, ancak ?u ana kadar bir Evet yan?t?n?n gelmedi?i ifade ediliyor.",Tournament window,,euro2024_domain,esad netiminin chp nin suriye ziyaret talebini kabul etti bilgisi esad netimi ile chp aras ndaki diyalogun ancak ana kadar bir evet yan gelmedi ifade ediliyor,"Esad ynetiminin CHPnin Suriyeyi ziyaret talebini kabul etti?i bilgisi do?ru de?il. Esad ynetimi ile CHP aras?ndaki diyalogun srd?, ancak ?u ana kadar bir Evet yan?t?n?n gelmedi?i ifade ediliyor."
2024-07-11,10:14:00,"CHP Esad ile görü?me talebinde bulunarak do?ru bir hamle yapt???n?, ancak geç kald???n? dü?ünüyorum. 
Esad, Erdo?anla görü?meye haz?rlan?rken, ana muhalefetle temas kurmak istemeyebilir.
Do?ru karar, yanl?? zaman.",Tournament window,,euro2024_domain,chp esad ile talebinde bulunarak bir hamle yapt ancak kald yorum esad erdo meye haz rlan rken ana muhalefetle temas kurmak istemeyebilir karar yanl zaman,"CHP Esad ile gr?me talebinde bulunarak do?ru bir hamle yapt???n?, ancak ge kald???n? d?nyorum. Esad, Erdo?anla gr?meye haz?rlan?rken, ana muhalefetle temas kurmak istemeyebilir. Do?ru karar, yanl?? zaman."
2024-07-11,10:18:00,So question is... Is it coming home lads? ????,Tournament window,,euro2024_domain,question coming home lads,So question is... Is it coming home lads? ????
2024-07-11,10:30:00,Suriye resmi kaynaklar? da do?rulam?yor.,Tournament window,,euro2024_domain,suriye resmi kaynaklar rulam yor,Suriye resmi kaynaklar? da do?rulam?yor.
2024-07-11,10:31:00,"??? Fußball & Grillen gehört einfach zusammen, das weiß auch @DietmarHamann - Überzeugt euch jetzt von der gesamten Produktpalette beim offiziellen BBQ Partner der EURO 2024 @Hellmanns. ?????

#EURO2024 | #UpYourGame",Tournament window,,euro2024_domain,ball grillen geh einfach zusammen das wei auch berzeugt euch jetzt von der gesamten produktpalette beim offiziellen bbq partner der euro euro upyourgame,"??? Fuball & Grillen gehrt einfach zusammen, das wei auch @user - berzeugt euch jetzt von der gesamten Produktpalette beim offiziellen BBQ Partner der EURO 2024 @user. ????? #EURO2024 | #UpYourGame"
2024-07-11,11:00:00,"The #UEL first qualifying round is today!

Follow live ????",Tournament window,,euro2024_domain,uel first qualifying round today follow live,The #UEL first qualifying round is today! Follow live ????
2024-07-11,11:02:00,Stay tuned for the announcement,Tournament window,,euro2024_domain,stay tuned announcement,Stay tuned for the announcement
2024-07-11,11:05:00,"Nikita Haikin ??

#UECL",Tournament window,,euro2024_domain,nikita haikin uecl,Nikita Haikin ?? #UECL
2024-07-11,11:05:00,"The wildest #memecoin of this summer is coming! Buy $BEER enjoys the green candles??????

??Buy #EURO2024 $BEER now: pancakeswap.finance/swap?cha

??CA: 0xd533fa739d24871108cD868064b71D9c705a5126

??Chart: dex.guru/token/bsc/0xd533fa7",Tournament window,,euro2024_domain,wildest memecoin summer coming buy beer enjoys green candles buy euro beer now pancakeswap finance swap cha chart dex guru token bsc,The wildest #memecoin of this summer is coming! Buy $BEER enjoys the green candles?????? ??Buy #EURO2024 $BEER now: pancakeswap.finance/swap?cha ??CA: 0xd533fa739d24871108cD868064b71D9c705a5126 ??Chart: dex.guru/token/bsc/0xd533fa7
2024-07-11,11:09:00,"#EURO2024 $BEER LP burnt??
100% safe and secure to go 100x?

?? $BEER CA: 0xd533fa739d24871108cD868064b71D9c705a5126

Proof link: bscscan.com/tx/0x2d10279b79c",Tournament window,,euro2024_domain,euro beer burnt safe secure beer proof link bscscan com,#EURO2024 $BEER LP burnt?? 100% safe and secure to go 100x? ?? $BEER CA: 0xd533fa739d24871108cD868064b71D9c705a5126 Proof link: bscscan.com/tx/0x2d10279b79c
2024-07-11,11:13:00,"Erling Haaland 2023/24 by numbers :

?? 29 starts
?? 27 goals
??? 8 assists

Worth the £15.0m new price tag ? #fpl",Tournament window,,euro2024_domain,erling haaland numbers starts goals assists worth new price tag fpl,Erling Haaland 2023/24 by numbers : ?? 29 starts ?? 27 goals ??? 8 assists Worth the 15.0m new price tag ? #fpl
2024-07-11,11:14:00,"$BEER tokens are locked as we announced before:

?? Offline Events Funds: 4.5B (10%) - locked 2 years
?? Team & Advisor: 1.8B (4%) - locked 5 years
?? CEXs Reserves: 4.5B (10%) - locked 1 year
?? Marketing: 4.5B (10%) - locked 1 year

Check lockers on #PinkSale: pinksale.finance/pinklock/bs
pinksale.finance/pinklock/bs
pinksale.finance/pinklock/bs
pinksale.finance/pinklock/bs",Tournament window,,euro2024_domain,beer tokens locked announced before offline events funds locked years team advisor locked years cexs reserves locked year marketing locked year check lockers pinksale pinksale finance pinklock pinksale finance pinklock pinksale finance pinklock pinksale finance pinklock,$BEER tokens are locked as we announced before: ?? Offline Events Funds: 4.5B (10%) - locked 2 years ?? Team & Advisor: 1.8B (4%) - locked 5 years ?? CEXs Reserves: 4.5B (10%) - locked 1 year ?? Marketing: 4.5B (10%) - locked 1 year Check lockers on #PinkSale: pinksale.finance/pinklock/bs pinksale.finance/pinklock/bs pinksale.finance/pinklock/bs pinksale.finance/pinklock/bs
2024-07-11,11:27:00,"100%??Thank you all community members for supporting??

The next target is to send $BEER price to the moon??Burning campaign starts shortly??

??Buy #EURO2024 $BEER from PancakeSwap: pancakeswap.finance/swap?cha

??Chart: dex.guru/token/bsc/0xd533fa7",Tournament window,,euro2024_domain,thank all community members supporting next target send beer price moon burning campaign starts shortly buy euro beer pancakeswap pancakeswap finance swap cha chart dex guru token bsc,100%??Thank you all community members for supporting?? The next target is to send $BEER price to the moon??Burning campaign starts shortly?? ??Buy #EURO2024 $BEER from PancakeSwap: pancakeswap.finance/swap?cha ??Chart: dex.guru/token/bsc/0xd533fa7
2024-07-11,11:28:00,"The Copa America final is this weekend! ???? vs ????

Argentina, the current World Champions led by Leo Messi, dominated Canada in the semi-finals to reach the final ??

Colombia's captain, James Rodriguez, made a significant comeback, earning Man of the Match honors in 4 out of 5 games! Can he do it again in the final?

Who do you think will win the grand finale of Copa America? ??",Tournament window,,euro2024_domain,copa america final weekend argentina current world champions led leo messi dominated canada semi finals reach final colombia captain james rodriguez made significant comeback earning man match honors games can again final think will win grand finale copa america,"The Copa America final is this weekend! ???? vs ???? Argentina, the current World Champions led by Leo Messi, dominated Canada in the semi-finals to reach the final ?? Colombia's captain, James Rodriguez, made a significant comeback, earning Man of the Match honors in 4 out of 5 games! Can he do it again in the final? Who do you think will win the grand finale of Copa America? ??"
2024-07-11,11:41:00,"?? Harwood-Bellis [£4.0m]
?? 40 starts
?? 2 goals
??? 3 assists",Tournament window,,euro2024_domain,harwood bellis starts goals assists,?? Harwood-Bellis [4.0m] ?? 40 starts ?? 2 goals ??? 3 assists
2024-07-11,11:41:00,"?? Davis [£4.5m]
?? 43 starts
?? 2 goals
??? 21 assists",Tournament window,,euro2024_domain,davis starts goals assists,?? Davis [4.5m] ?? 43 starts ?? 2 goals ??? 21 assists
2024-07-11,11:41:00,"???? Newly promoted teams budget defenders price reveals

?? Pereira [£4.5m]
?? 39 starts
?? 3 goals
??? 3 assists

Are you interested in any one of them ? #fpl",Tournament window,,euro2024_domain,newly promoted teams budget defenders price reveals pereira starts goals assists interested any one fpl,???? Newly promoted teams budget defenders price reveals ?? Pereira [4.5m] ?? 39 starts ?? 3 goals ??? 3 assists Are you interested in any one of them ? #fpl
2024-07-11,11:49:00,"2,700,000,000 $BEER TOKENS BURNT??????

TXN LINK: bscscan.com/tx/0x101ab84d63e",Tournament window,,euro2024_domain,beer tokens burnt txn link bscscan com,"2,700,000,000 $BEER TOKENS BURNT?????? TXN LINK: bscscan.com/tx/0x101ab84d63e"
2024-07-11,12:05:00,"Richarlison [£7.0m]
?? 18 starts
?? 11 goals
??? 4 assists
?? 122 fpl pts",Tournament window,,euro2024_domain,richarlison starts goals assists fpl pts,Richarlison [7.0m] ?? 18 starts ?? 11 goals ??? 4 assists ?? 122 fpl pts
2024-07-11,12:05:00,"???? Havertz & Richarlison are now FORWARDS!

Havertz [£8.0m] in PL 23/24
?? 30 starts
?? 13 goals
??? 10 assists
?? 180 fpl pts

Are you interested in any one of them ? #fpl",Tournament window,,euro2024_domain,havertz richarlison now forwards havertz starts goals assists fpl pts interested any one fpl,???? Havertz & Richarlison are now FORWARDS! Havertz [8.0m] in PL 23/24 ?? 30 starts ?? 13 goals ??? 10 assists ?? 180 fpl pts Are you interested in any one of them ? #fpl
2024-07-11,12:18:00,"Emlak Konut GYO Genel Müdürü Cengiz Erdemden sonra TOK? Ba?kan? Ömer Bulut da de?i?iyor.
Ömer Bulutun Murat Kurumun yard?mc?s? olmas? bekleniyor.
Bulutun yerine TOK? Ba?kan Yard?mc?s? Levent Sungurun getirilece?i konu?uluyor.",Tournament window,,euro2024_domain,emlak konut gyo genel cengiz erdem den sonra tok kan mer bulut iyor mer bulut murat kurum yard olmas bekleniyor bulut yerine tok kan yard levent sungur getirilece konu uluyor,Emlak Konut GYO Genel Mdr Cengiz Erdemden sonra TOK? Ba?kan? mer Bulut da de?i?iyor. mer Bulutun Murat Kurumun yard?mc?s? olmas? bekleniyor. Bulutun yerine TOK? Ba?kan Yard?mc?s? Levent Sungurun getirilece?i konu?uluyor.
